train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,method,exper,lake_id,seed
0.98186815,0.8465703,0.035600096,0.63606185,0.2664465,0.9652404,1.1439764,0.047424804,0.82260996,0.19856675,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,118,100
0.98384917,1.0344416,0.03713275,0.75246835,0.17655358,0.9749422,1.3164842,0.048075963,0.9514219,0.32475692,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,122,100
0.9295246,1.2028584,0.06329408,0.8940961,0.2599747,0.8576262,1.6657497,0.089799665,1.2211354,0.40765205,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,124,100
0.89220124,1.2797637,0.078080125,0.91303277,0.37260187,0.82495004,1.6942692,0.10348243,1.2767894,0.67970854,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,126,100
0.9852077,0.7285384,0.032221142,0.5527389,0.13786976,0.9717155,1.0113493,0.04511502,0.745473,0.15978645,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,127,100
0.93722564,1.0332258,0.056838576,0.7789047,0.31568095,0.87397873,1.3841815,0.08423438,1.014549,0.3479223,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,128,100
0.90595496,0.81941617,0.06587433,0.63090134,0.02424831,0.9109243,0.78494793,0.06727663,0.6040404,0.02272213,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,129,100
0.98173463,0.961649,0.03734893,0.7428339,0.1498904,0.97435886,1.128326,0.042915203,0.84105986,0.1620218,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,130,100
0.97918826,0.7025195,0.03416792,0.5341504,0.03220497,0.9747352,0.797271,0.039367482,0.5964427,0.034749474,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,132,100
0.99011177,0.66970205,0.029440688,0.5047224,0.18474504,0.98406273,0.8722833,0.038060524,0.669007,0.20888308,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,135,100
